Unnamed: 0,review_id,rating_date,count_helpful,count_unhelpful,employee_length,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,employee_location,employee_job_title,advice_to_management,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities,summary_cleaned,advice_to_management_cleaned,review_pros_cleaned,review_cons_cleaned,sentiment_polarity,sentiment_subjectivity,sentiment_label
107,109,2024-12-12T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,0.0,0.0,5,0.0,Good place,"Council Bluffs, IA",Associate,,Good place to start a warehouse job.,Temperature is a little chilly.,0.0,0.0,0.0,good place,,good place start warehouse job,temperature little chilly,0.7,0.6000000000000001,positive
108,110,2024-12-11T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,0.0,0.0,3,0.0,Boring,"Jeffersonville, IN",ICQA Associate,,"PTO, same work every night.",Lots of turn over. Monotonous,0.0,0.0,0.0,boring,,pto work every night,lots turn monotonous,-1.0,1.0,negative
109,111,2024-12-08T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Former employees,False,False,,,,5.0,5.0,4,4.0,Amazon,"Goodyear, AZ",Warehouse Worker,,They have really good benefits,Some jobs can get overwhelming,5.0,4.0,5.0,amazon,,really good benefits,jobs get overwhelming,0.0,0.0,neutral
110,112,2024-12-07T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Current employee,False,False,,,,0.0,0.0,4,0.0,Good Job and Pay,"Leeds, England",Warehouse Associate,,"Easy, not much weight to handle","long shifts, stationed in one place",0.0,0.0,0.0,good job pay,,easy much weight handle,long shifts stationed one place,0.7,0.6000000000000001,positive
111,113,2024-12-05T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,,,NEGATIVE,2.0,3.0,3,1.0,"Good money, hardwork","Edmonton, AB",Associate,,Good money better than average job,"Favouritism, no appreciation, more work you do more you’ll get, less work you do less they will give",3.0,3.0,3.0,good money hardwork,,good money better average job,favouritism appreciation work you’ll get less work less give,0.7,0.6000000000000001,positive
112,114,2024-12-04T00:00:00.000Z,0.0,0.0,9.0,REGULAR,Current employees,False,False,POSITIVE,NO_OPINION,POSITIVE,3.0,5.0,3,1.0,Hard work,"Windsor, CT",Packer,,Fast Advancements and great benefits,Very high turnover and not much accountability. Very long hours during holiday season.,3.0,3.0,3.0,hard work,,fast advancements great benefits,high turnover much accountability long hours holiday season,-0.2916666666666667,0.5416666666666666,negative
113,115,2024-12-03T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,3.0,3.0,3,3.0,Not Bad,"Avenel, NJ",FC Associate I,Lower the rate. Or increase the pay. And give out more shifts.,Simple work is required of you.,Their rate per hour is slightly unreasonable due to the fact if the items are heavy in total it’s harder to walk around while pushing the heavy cart.,3.0,3.0,3.0,bad,lower rate increase pay give shifts,simple work required,rate per hour slightly unreasonable due fact items heavy total it’s harder walk around pushing heavy cart,-0.6999999999999998,0.6666666666666666,negative
114,116,2024-12-03T00:00:00.000Z,0.0,0.0,4.0,REGULAR,Current employees,False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,1.0,1,1.0,Good benefits bad work culture,"Saint Louis, MO",Inbound Stower,"We are humans with our own lives outside of work. We are somebody’s child, wife, husband, father, mother or grandparent. We are not robots or machines to use and toss away whenever you feel like it. To some of us Amazon is one of our only choices to make a living for our families.","Great benefits, very flexible, lots of different positions to try out incase you don’t like your main role. Free holiday meals once a year. Come and leave work whenever you want using your unpaid time or pto. They lay for school and offer career programs although the tests to get into them are very difficult","Forced mandatory extra time. (My MET was 5 days of 11 1/2 hours and my regular shift is 3 days of 12 hours) you will get forced to cross trained and you will get labor shares to different departments wether you like that position or not. They have a very high expectations for making “rates” in your position. Managers and anyone in lead positions will micromanage and breathe down your neck. You are always getting watched and judged and everyone will shut down any minimal concern you have because nobody cares. They just care about saving their own behind. If you get hurt, well you better pray that you don’t because their AmCare will send you to their own doctor and they will lie and say you weren’t hurt at all so that they don’t have to pay for your injury or have you sue them. Some departments are very strict and WILL find reasons to write you up. You have to use some of your break time to get back to your station and sign in and scan something by the end of your break or you will get in trouble. You will use some of your break time just walking to the break area because it is SO far and so are the restrooms and don’t forget you need to use your break time to come back from break on time or you’ll get in trouble",3.0,1.0,3.0,good benefits bad work culture,humans lives outside work somebody’s child wife husband father mother grandparent robots machines use toss away whenever feel like us amazon one choices make living families,great benefits flexible lots different positions try incase don’t like main role free holiday meals year come leave work whenever want using unpaid time pto lay school offer career programs although tests get difficult,forced mandatory extra time met 5 days 11 12 hours regular shift 3 days 12 hours get forced cross trained get labor shares different departments wether like position high expectations making “rates” position managers anyone lead positions micromanage breathe neck always getting watched judged everyone shut minimal concern nobody cares care saving behind get hurt well better pray don’t amcare send doctor lie say weren’t hurt don’t pay injury sue departments strict find reasons write use break time get back station sign scan something end break get trouble use break time walking break area far restrooms don’t forget need use break time come back break time you’ll get trouble,5.551115123125783e-17,0.6333333333333333,neutral
115,117,2024-12-02T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0.0,3,0.0,Amazon,"Orlando, FL",Picker,,A lot of hard work,Only care about the numbers,0.0,0.0,0.0,amazon,,lot hard work,care numbers,0.0,0.0,neutral
116,118,2024-11-30T00:00:00.000Z,0.0,0.0,2.0,PART_TIME,Current employees,False,False,,APPROVE,POSITIVE,5.0,5.0,5,4.0,Amazon review,"Ottawa, ON",Associate,,"It has good base pay, health benefits, and paid vacation.",Work is heavy sometimes and need physical strength.,5.0,5.0,5.0,amazon review,,good base pay health benefits paid vacation,work heavy sometimes need physical strength,0.0,0.0,neutral
117,119,2024-11-29T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Current employee, less than 1 year",False,False,,APPROVE,POSITIVE,0.0,0.0,5,5.0,I loved working there,"Coconut Creek, FL",Picker/Packer,"Focus on Employee Well-Being.
Encourage a balance between productivity and employee health. Consider frequent breaks, ergonomic assessments, and wellness programs.","Employment stability 
Competitive pay
Benefits 
Diverse workforce","Physical demands 
Management challenges 
Monotonous tasks
High turnover rates
Fast spaced environment",5.0,0.0,5.0,loved working,focus employee wellbeing encourage balance productivity employee health consider frequent breaks ergonomic assessments wellness programs,employment stability competitive pay benefits diverse workforce,physical demands management challenges monotonous tasks high turnover rates fast spaced environment,0.7,0.8,positive
118,120,2024-11-27T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,0.0,0.0,5,0.0,The pay is good but the work sometimes can be a bit.... Boring,"Charlotte, NC",Picking Associate,,Paid by the hour and if u stay long enough u get better pay well at least 1$ up,From what I've heard they treat ya like a number or a robot,0.0,0.0,0.0,pay good work sometimes bit boring,,paid hour u stay long enough u get better pay well least 1,ive heard treat ya like number robot,-0.15000000000000002,0.8,negative
119,121,2024-11-26T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,NO_OPINION,POSITIVE,3.0,5.0,4,2.0,Great place to start oit,"Calgary, AB",Dock Worker,,"Great benefits, great people to work with.",The work is very physically demanding,5.0,5.0,3.0,great place start oit,,great benefits great people work,work physically demanding,0.8,0.75,positive
120,122,2024-11-23T00:00:00.000Z,0.0,0.0,1.0,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,4.0,3.0,4,3.0,Salary at Amazon,"Sioux Falls, SD",Reliability & Maintenance Engineering,,Good pay from the company and lovely colleagues,Too much heat and a lot of noise,4.0,4.0,4.0,salary amazon,,good pay company lovely colleagues,much heat lot noise,0.0,0.0,neutral
121,123,2024-11-20T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,2.0,1.0,2,3.0,nothign,"St. Thomas, ON",Warehouse Worker,,good pay and nice shift hours,politics and partiality play a major role,4.0,1.0,2.0,nothign,,good pay nice shift hours,politics partiality play major role,0.0,0.0,neutral
122,124,2024-11-19T00:00:00.000Z,0.0,0.0,2.0,REGULAR,Former employees,False,False,,,,3.0,3.0,3,1.0,General,"Dartford, England",Warehouse Operative,,Flexible working schedules and good pay,Extremely physical. Employees treated as machine sometimes.,4.0,3.0,4.0,general,,flexible working schedules good pay,extremely physical employees treated machine sometimes,0.05000000000000002,0.5,neutral
123,125,2024-11-18T00:00:00.000Z,0.0,0.0,0.0,REGULAR,Former employee,False,False,,,,1.0,1.0,1,1.0,Review,"Ottawa, ON",Warehouse Associate,"Treat associates with respect and dignity. Foster a more supportive environment, especially during challenging times, and ensure fair treatment for all employees, including those dealing with work-related injuries.","Good benefits.
Valuable working experience.
Opportunities to learn and grow.","Poor management support.
Lack of understanding during personal hardships.
Unfair treatment when injured on the job.
High-pressure environment with unrealistic expectations at times.",1.0,1.0,1.0,review,treat associates respect dignity foster supportive environment especially challenging times ensure fair treatment employees including dealing workrelated injuries,good benefits valuable working experience opportunities learn grow,poor management support lack understanding personal hardships unfair treatment injured job highpressure environment unrealistic expectations times,0.0,0.0,neutral
124,126,2022-11-17T00:00:00.000Z,0.0,0.0,1.0,REGULAR,Former employee,False,False,NEGATIVE,NO_OPINION,NEGATIVE,1.0,2.0,1,1.0,Worst place ever worked,,Fulfillment Expert,"The entire work culture needs to be changed. Management should treat people with compassion and empathy, and not the ruthless ways they opt to make people work out of fear of loosing their job.","To be honest, I met only one manager who seemed to be somewhat understanding and had human values and compassion towards her employees. Thats the only pros that I could remember so far.","Its the worst place that I have ever worked. Working conditions are extremely harsh. Needless to say, people are physically drained after their shifts and often managers or team leads wont be nice people to deal with. I once complained against one manager because he tried to bully me, and then lodged an official complaint against him. Nothing much happened after I lodged a complaint. It seems they don't treat you as a human, but rather as animals. Guys trust me, don't ever join this company, there are millions of good warehouses, and good pubs and restaurants to go and work if you want to work more towards physical endeavor. If you have some skillsets, apply to remote working or go for free lancing. But mark my words, never ever join this company as a fulfilment expert.",2.0,1.0,1.0,worst place ever worked,entire work culture needs changed management treat people compassion empathy ruthless ways opt make people work fear loosing job,honest met one manager seemed somewhat understanding human values compassion towards employees thats pros could remember far,worst place ever worked working conditions extremely harsh needless say people physically drained shifts often managers team leads wont nice people deal complained one manager tried bully lodged official complaint nothing much happened lodged complaint seems dont treat human rather animals guys trust dont ever join company millions good warehouses good pubs restaurants go work want work towards physical endeavor skillsets apply remote working go free lancing mark words never ever join company fulfilment expert,-1.0,1.0,negative
125,127,2022-11-11T00:00:00.000Z,0.0,0.0,1.0,REGULAR,Former employee,False,False,NO_OPINION,NO_OPINION,NO_OPINION,1.0,4.0,3,2.0,Too much work,,Process Associate,,A lot of work and lots of walking time. If u like walking . thjs is the job for you,"Too much walk , and things need more time to do",4.0,2.0,3.0,much work,,lot work lots walking time u like walking thjs job,much walk things need time,0.2,0.2,positive
126,128,2022-10-10T00:00:00.000Z,,,,REGULAR,Former employee,False,False,NO_OPINION,NO_OPINION,NO_OPINION,,,2,,"Long Hours, bad experience","Memphis, TN",Auditor,,The pay was ok and the other workers we’re easy to work with.,Management is awful! The conditions of the warehouse were also not the greatest.,,,,long hours bad experience,,pay ok workers we’re easy work,management awful conditions warehouse also greatest,-0.37499999999999994,0.5333333333333333,negative
127,129,2022-10-05T00:00:00.000Z,0.0,0.0,1.0,REGULAR,Former employee,False,False,NEGATIVE,NO_OPINION,NEGATIVE,5.0,5.0,1,1.0,Don't work here,"Saint Peters, MO",FC Associate I,,"Don't reccomend working here, you're just a number.","Treated like utter crap, over worked, under appreciated, You're just a number to them,",5.0,1.0,5.0,dont work,,dont reccomend working youre number,treated like utter crap worked appreciated youre number,0.0,0.0,neutral
128,130,2022-09-26T00:00:00.000Z,0.0,0.0,1.0,REGULAR,Current employee,False,False,NEGATIVE,NO_OPINION,NEGATIVE,1.0,5.0,1,1.0,Backbreaking Labor,"Euclid, OH",Warehouse - Picker,See the potential in hard working individuals sooner than later. And promote them before they burnout and loose interest.,Decent pay and fast hiring process.,"Backbreaking work and you will definitely feel under appreciated and overworked. Long hours (FT) a lot of walking, standing, micromanaging from upper-management.",3.0,3.0,1.0,backbreaking labor,see potential hard working individuals sooner later promote burnout loose interest,decent pay fast hiring process,backbreaking work definitely feel appreciated overworked long hours ft lot walking standing micromanaging uppermanagement,0.0,0.0,neutral
129,131,2022-09-21T00:00:00.000Z,0.0,0.0,,REGULAR,Current employee,False,False,NO_OPINION,NO_OPINION,NO_OPINION,,,3,,Workplace not conducive,,,,Pay is manageable but needs to pay more.,Managers practice favouritism at the site.,,,,workplace conducive,,pay manageable needs pay,managers practice favouritism site,0.0,0.0,neutral
130,132,2022-08-05T00:00:00.000Z,0.0,0.0,,REGULAR,Current employee,False,False,NO_OPINION,NO_OPINION,NO_OPINION,2.0,4.0,3,3.0,Working there,,Associate,Be more attentive to your employees,It was good pay at the time,You’re really over worked sometimes.,3.0,2.0,3.0,working,attentive employees,good pay time,you’re really worked sometimes,0.0,0.0,neutral
131,133,2022-07-23T00:00:00.000Z,0.0,0.0,1.0,REGULAR,Current employee,False,False,NEGATIVE,NO_OPINION,NO_OPINION,1.0,1.0,1,1.0,Horribles,,Ship Dock Worker,Manage don’t try to parent adults,None to be spoken of,Self degrading No management or really employees being trained correctly,1.0,1.0,1.0,horribles,manage don’t try parent adults,none spoken,self degrading management really employees trained correctly,0.0,0.0,neutral
132,134,2022-05-22T00:00:00.000Z,0.0,0.0,1.0,REGULAR,Former employee,False,False,NO_OPINION,NO_OPINION,NO_OPINION,,,3,,Alright,,Packer,,2 breaks through out the work day,Depending on the manager your with it can be smooth or bad,,,,alright,,2 breaks work day,depending manager smooth bad,0.0,0.0,neutral
133,135,2022-04-16T00:00:00.000Z,0.0,0.0,1.0,REGULAR,Former employee,False,False,POSITIVE,NO_OPINION,POSITIVE,2.0,5.0,3,5.0,An overall headache,"Memphis, TN",Warehousing Associate,"Communication, and promotions for those who deserve them not just those who you like.","The actual work is extremely easy. You work 4, 10 hour days and are off 3 or you can work 3, 12 hour days and have off 4 and you can even mix and match shifts in flex. You get paid time off, unpaid time off, vacation and if there’s no work then voluntary time off.","You can’t have a phone, social distancing is still in place so you can’t talk to anyone around you, you get a 15 min break but the break room is 5 mins away and buying something and paying for it usually takes a few min but yet you’re expected to make a 10 min walk and a 5 min purchase, and enjoy your break in less than 15 mins. managers do not communicate to anyone, Including their peers and hr. A lot like most jobs it’s a company run by little friend groups in each department that just find ways to shift blame and lack productivity. Also you must be labor tracked when you get there but PA’s will hold spots for their friends who are late forcing you to scavenge for a position elsewhere before the job assumes you’re stealing time. The company it’s self is wonderful, this building however will drive you mad",5.0,2.0,3.0,overall headache,communication promotions deserve like,actual work extremely easy work 4 10 hour days 3 work 3 12 hour days 4 even mix match shifts flex get paid time unpaid time vacation there’s work voluntary time,can’t phone social distancing still place can’t talk anyone around get 15 min break break room 5 mins away buying something paying usually takes min yet you’re expected make 10 min walk 5 min purchase enjoy break less 15 mins managers communicate anyone including peers hr lot like jobs it’s company run little friend groups department find ways shift blame lack productivity also must labor tracked get pa’s hold spots friends late forcing scavenge position elsewhere job assumes you’re stealing time company it’s self wonderful building however drive mad,0.0,0.0,neutral
134,136,2022-01-23T00:00:00.000Z,0.0,0.0,,REGULAR,Current employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,2.0,2.0,3,2.0,Great place to wor and it really means work hard,"Milwaukee, WI",Brand Ambassador,To make the individuals in Amazon grow before opening doors to others who don't know to much about how the department they are planning to run is ran. Don't just work the employees that work and allow PA to say something to those who choose to do minimum work,Overtime is always if you are one they know has good work ethics,Overworked because the ones who barely work PA is scared they will loose position if they be a little stricter. Some people even gets jealous if they see you working better than yhem,3.0,2.0,5.0,great place wor really means work hard,make individuals amazon grow opening doors others dont know much department planning run ran dont work employees work allow pa say something choose minimum work,overtime always one know good work ethics,overworked ones barely work pa scared loose position little stricter people even gets jealous see working better yhem,0.23611111111111108,0.49722222222222223,positive
135,137,2021-12-08T00:00:00.000Z,0.0,0.0,1.0,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,3.0,3.0,4,4.0,Physical,,Warehouse Fulfillment Associate,Share the love by promoting women and men of color.,"You can work full-time if you want, the job is physical so you're constantly moving and if you're just looking for a job where you can just work and not be bothered, this is the job for you.",No gender or race equality in management.,4.0,3.0,4.0,physical,share love promoting women men color,work fulltime want job physical youre constantly moving youre looking job work bothered job,gender race equality management,0.0,0.14285714285714285,neutral
136,138,2021-11-23T00:00:00.000Z,0.0,0.0,3.0,REGULAR,Former employee,False,False,POSITIVE,NO_OPINION,POSITIVE,4.0,5.0,5,4.0,Great location,,Process Assistant,,"Team oriented, great people, great place to work",Peak time working 5 days a week.,4.0,2.0,4.0,great location,,team oriented great people great place work,peak time working 5 days week,0.8,0.75,positive
137,139,2021-10-23T00:00:00.000Z,0.0,0.0,,REGULAR,Current employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,3.0,3.0,2,2.0,It’s just okay,"Sacramento, CA",Learning Ambassador,,Shift swaps School accommodation Paid holidays,Managements sucks Tons of OT every week Long hours,3.0,1.0,2.0,it’s okay,,shift swaps school accommodation paid holidays,managements sucks tons ot every week long hours,0.5,0.5,positive
138,140,2021-06-27T00:00:00.000Z,0.0,0.0,,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,2.0,3.0,3,1.0,Amazon fulfillment bwi2,"Baltimore, MD",Tier I Warehouse Associate,Treat us like humans ask the associates what's going on I'm not look at a computer screen all day looking at rates people make mistakes so do computers,Money is great great benefits can take off without asking through the Amazon app,Unrealistic rates needs to have longer breaks make room for error,5.0,1.0,2.0,amazon fulfillment bwi2,treat us like humans ask associates whats going im look computer screen day looking rates people make mistakes computers,money great great benefits take without asking amazon app,unrealistic rates needs longer breaks make room error,0.0,0.0,neutral
